data_year,victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,age_range_low_num,age_code_range_high
2021,161762552,146703158,1,4,,,,36,33,F,98,50,,33,
2021,161762101,146702773,1,1,,,,104,NS,X,99,50,,,
2021,166566681,150921406,1,1,,,,104,NS,X,99,50,,,
2021,161762429,146703056,1,4,,,,40,37,M,10,20,,37,
2021,161762449,146703074,1,4,,,,27,24,M,98,40,R,24,
2021,161762251,146702906,1,4,,,,38,35,M,98,50,,20,50
2021,161761996,146702679,1,4,,,,42,39,M,20,40,,39,
2021,161762697,146703287,1,4,,,,45,42,F,20,50,,42,
2021,161762451,146703077,1,4,,,,29,26,M,10,10,N,26,
2021,161762695,146703285,1,4,,,,48,45,F,20,20,R,45,
2021,161765646,146705846,1,4,,,,45,42,F,10,40,,42,
2021,161765734,146705909,1,4,,,,64,61,M,20,20,R,61,
2021,161761959,146702645,1,4,,,,38,35,M,98,40,R,35,
2021,161762413,146703042,1,6,,,,104,NS,X,99,50,,,
2021,161766271,146706378,4,4,,,,103,00,U,98,40,U,,
2021,161762214,146702872,1,4,,,,85,82,F,20,20,R,82,
2021,161762215,146702872,2,4,,,,32,29,M,20,20,,29,
2021,161762216,146702872,3,4,,,,55,52,M,20,20,N,52,
2021,159223191,144485087,1,4,,,,37,34,M,98,40,N,34,
2021,161762384,146703020,1,4,,,,70,67,F,10,40,N,67,
2021,165001120,149542542,1,4,,,,39,36,F,20,40,,36,
2021,165001121,149542542,2,5,1,6,,33,30,M,98,40,,21,39
2021,165001123,149542542,3,5,1,6,,36,33,M,10,20,,24,43
2021,165001124,149542542,4,5,1,6,,32,29,M,10,40,,20,39
2021,165001125,149542542,5,5,1,9,,26,23,F,98,40,,17,29
2021,165001126,149542542,6,5,1,6,,28,25,M,10,40,,25,26
2021,165001128,149542542,7,5,1,6,,42,39,M,10,40,,24,54
2021,161762148,146702814,1,4,,,,50,47,F,10,10,,47,
2021,161762315,146702963,1,1,,,,104,NS,X,99,50,,,
2021,161762316,146702963,2,4,,,,49,46,M,98,50,,46,
2021,161762356,146703002,1,4,,,,21,18,F,20,20,N,18,
2021,161762283,146702935,1,1,,,,104,NS,X,99,50,,,
2021,165001494,149542823,1,8,,,,104,NS,X,99,50,,,
2021,161761867,146702571,1,4,,,,23,20,M,20,20,R,20,
2021,161761868,146702571,2,4,,,,54,51,M,40,20,N,51,
2021,161761869,146702571,3,4,,,,33,30,M,10,10,R,30,
2021,161761870,146702571,4,4,,,,34,31,F,10,20,R,31,
2021,161761871,146702571,5,4,,,,47,44,M,10,10,,44,
2021,161761872,146702571,6,4,,,,48,45,M,20,20,R,45,
2021,161762015,146702698,1,4,,,,51,48,F,98,40,,48,
2021,161762657,146703248,1,4,,,,49,46,M,98,50,,46,
2021,160307624,145432595,1,4,,,,37,34,F,20,50,,34,
2021,159223445,144485312,1,1,,,,104,NS,X,99,50,,,
2021,159223446,144485312,2,4,,,,31,28,F,20,50,,28,
2021,161766141,146706273,1,8,,,,104,NS,X,99,50,,,
2021,161762698,146703288,1,4,,,,41,38,M,20,50,,38,
2021,161761876,146702575,1,4,,,,36,33,M,10,40,R,33,
2021,161761877,146702575,2,4,,,,35,32,F,10,20,,32,
2021,166566601,150921338,1,1,,,,104,NS,X,99,50,,,
2021,161762026,146702708,1,4,,,,71,68,F,98,50,,68,
2021,161762027,146702708,2,4,,,,66,63,M,20,40,,63,
2021,161762609,146703203,1,4,,,,61,58,F,98,50,,58,
2021,161766469,146706550,1,4,,,,59,56,M,10,10,,56,
2021,161761844,146702551,1,4,,,,31,28,M,98,40,,28,
2021,161766065,146706207,1,4,,,,29,26,F,20,20,R,26,
2021,161762555,146703157,1,4,,,,54,51,F,20,20,,51,
2021,161762556,146703157,2,1,,,,104,NS,X,99,50,,,
2021,161762302,146702953,1,4,,,,27,24,F,20,20,,24,
2021,161766615,146706677,1,4,,,,37,34,F,20,50,,34,
2021,161766209,146706329,1,4,,,,36,33,F,20,20,N,33,
2021,161762207,146702866,1,4,,,,30,27,M,20,40,,27,
2021,161762106,146702778,1,4,,,,43,40,M,20,40,R,40,
2021,165002642,149543781,1,5,3,11,,47,44,F,20,40,,20,69
2021,165002643,149543781,2,5,3,11,,32,29,M,98,20,,19,39
2021,161765662,146705858,1,4,,,,34,31,M,20,20,R,31,
2021,161765663,146705858,2,8,,,,104,NS,X,99,50,,,
2021,157496463,142965357,1,4,,,,55,52,F,20,20,R,52,
2021,161761854,146702560,1,4,,,,76,73,M,20,20,R,73,
2021,161762576,146703176,1,4,,,,103,00,F,98,50,,,
2021,160307601,145432573,1,4,,,,26,23,F,20,20,,23,
2021,161766416,146706506,1,4,,,,36,33,M,20,20,R,33,
2021,161761988,146702672,1,4,,,,26,23,F,20,20,N,23,
2021,161761979,146702664,1,4,,,,33,30,M,20,20,N,30,
2021,161761980,146702664,2,8,,,,104,NS,X,99,50,,,
2021,161762480,146703094,1,4,,,,55,52,M,98,40,R,52,
2021,161762179,146702842,1,4,,,,35,32,F,10,20,R,32,
2021,161766270,146706377,1,4,,,,49,46,F,98,50,,46,
2021,161762233,146702888,1,4,,,,41,38,M,10,10,,38,
2021,161765610,146705819,1,4,,,,103,00,M,10,20,N,,
2021,161762546,146703150,1,4,,,,33,30,F,98,10,,30,
2021,161762671,146703261,1,4,,,,49,46,F,98,50,,46,
2021,161762488,146703102,1,4,,,,42,39,M,98,50,,39,
2021,161762353,146702999,1,4,,,,56,53,F,98,50,,53,
2021,161761895,146702589,1,4,,,,103,00,F,20,20,R,,
2021,161762371,146703013,1,4,,,,44,41,M,10,10,,41,
2021,161762372,146703013,2,4,,,,23,20,M,20,20,,20,
2021,161762373,146703013,3,4,,,,24,21,M,20,20,,21,
2021,161762374,146703013,4,4,,,,20,17,F,20,20,R,17,
2021,161762375,146703013,5,4,,,,20,17,F,20,20,R,17,
2021,161762376,146703013,6,4,,,,32,29,F,10,10,,29,
2021,161762377,146703013,7,4,,,,38,35,F,98,10,,35,
2021,161762039,146702719,1,4,,,,59,56,M,20,50,R,56,
2021,161766124,146706258,1,4,,,,64,61,F,20,20,R,61,
2021,161762749,146703333,1,4,,,,40,37,M,20,40,R,37,
2021,161762498,146703112,1,4,,,,74,71,M,98,40,R,71,
2021,161762090,146702762,1,4,,,,46,43,F,10,40,R,43,
2021,161764167,146704540,1,4,,,,25,22,F,20,20,,22,
2021,161762104,146702776,1,4,,,,25,22,M,20,20,R,22,
2021,161762081,146702753,1,4,,,,34,31,F,20,40,,31,
2021,161762011,146702694,1,4,,,,53,50,M,20,40,R,50,
2021,161762332,146702978,1,3,,,,104,NS,X,99,50,,,
2021,161762250,146702904,1,4,,,,70,67,M,20,20,,67,
2021,161762347,146702993,1,9,,,,104,NS,X,99,50,,,
2021,161764143,146704516,1,4,,,,59,56,F,10,10,R,56,
2021,161762187,146702849,1,4,,,,51,48,M,98,20,R,48,
2021,159223876,144485694,1,4,,,,52,49,M,20,40,,39,59
2021,161762070,146702742,1,4,,,,23,20,M,10,10,,20,
2021,161762287,146702939,1,4,,,,35,32,M,20,20,R,32,
2021,161762055,146702733,1,4,,,,41,38,F,20,20,R,38,
2021,166566561,150921304,1,1,,,,104,NS,X,99,50,,,
2021,161762491,146703105,1,4,,,,49,46,M,98,10,N,46,
2021,161762351,146702997,1,4,,,,23,20,F,20,20,R,20,
2021,161766151,146706281,1,4,,,,47,44,F,20,50,R,34,54
2021,161762484,146703098,1,4,,,,62,59,M,20,20,,59,
2021,160307532,145432512,1,4,,,,47,44,M,98,40,,44,
2021,166566373,150921152,1,1,,,,104,NS,X,99,50,,,
2021,161762125,146702796,1,4,,,,42,39,M,10,10,,39,
2021,161762004,146702687,1,4,,,,44,41,M,10,10,,41,
2021,161761926,146702618,1,4,,,,56,53,M,10,10,,53,
2021,161762505,146703119,1,3,,,,104,NS,X,99,50,,,
2021,161762506,146703119,2,4,,,,29,26,M,98,40,,26,
2021,161762143,146702810,1,4,,,,34,31,F,20,40,,31,
2021,161762350,146702996,1,4,,,,23,20,M,20,20,R,20,
2021,161762137,146702806,1,4,,,,58,55,M,20,20,R,55,
2021,161762439,146703066,1,4,,,,27,24,F,20,20,R,24,
2021,161762440,146703066,2,4,,,,74,71,M,20,20,R,71,
2021,161762442,146703066,3,4,,,,72,69,F,20,20,R,69,
2021,161763713,146704143,1,4,,,,28,25,M,10,10,R,25,
2021,161762057,146702735,1,4,,,,77,74,M,20,50,,74,
2021,161762058,146702735,2,4,,,,76,73,F,20,50,,73,
2021,161761841,146702549,1,4,,,,29,26,F,10,40,R,26,
2021,161761842,146702549,2,4,,,,29,26,F,10,20,N,26,
2021,161762524,146703128,1,4,,,,37,34,F,10,10,,34,
2021,161766429,146706517,1,4,,,,62,59,M,20,20,,59,
2021,161762646,146703235,1,4,,,,60,57,M,20,20,N,57,
2021,161762528,146703133,1,4,,,,35,32,M,20,20,,32,
2021,159223916,144485729,1,4,,,,30,27,M,20,20,N,27,
2021,166566739,150921446,1,4,,,,28,25,F,20,20,R,25,
2021,166566740,150921446,2,1,,,,104,NS,X,99,50,,,
2021,160307892,145432825,1,4,,,,45,42,M,20,40,R,42,
2021,161766282,146706388,1,8,,,,104,NS,X,99,50,,,
2021,161761902,146702595,1,4,,,,35,32,M,20,20,,32,
2021,161766109,146706245,1,4,,,,72,69,M,20,20,R,69,
2021,161766061,146706203,1,6,,,,104,NS,X,99,50,,,
2021,161762141,146702808,1,4,,,,29,26,F,20,50,R,26,
2021,161762142,146702808,2,4,,,,29,26,F,20,50,R,26,
2021,161761986,146702670,1,4,,,,49,46,F,20,20,,46,
2021,161762486,146703100,1,3,,,,104,NS,X,99,50,,,
2021,161766223,146706340,1,4,,,,50,47,F,20,40,,47,
2021,161766224,146706340,2,4,,,,56,53,M,20,20,,53,
2021,161766225,146706340,3,4,,,,50,47,M,20,20,,47,
2021,161761960,146702646,1,4,,,,68,65,F,20,50,,65,
2021,161762401,146703032,1,4,,,,44,41,F,20,20,R,41,
2021,161762295,146702947,1,4,,,,32,29,M,20,20,,29,
2021,166567120,150921759,1,4,,,,48,45,M,20,20,,40,50
2021,166567121,150921759,2,1,,,,104,NS,X,99,50,,,
2021,161762098,146702770,1,4,,,,49,46,F,10,10,,46,
2021,160307349,145432355,1,4,,,,63,60,F,98,40,,60,
2021,161762163,146702828,1,4,,,,63,60,M,20,20,R,60,
2021,161762056,146702734,1,4,,,,39,36,M,20,20,,36,
2021,165001668,149542975,1,4,,,,26,23,F,20,20,R,23,
2021,161762554,146703155,1,4,,,,45,42,M,98,40,,42,
2021,161762072,146702744,1,4,,,,41,38,M,20,50,N,38,
2021,161761982,146702666,1,4,,,,66,63,F,20,20,R,63,
2021,161761937,146702628,1,8,,,,104,NS,X,99,50,,,
2021,161762544,146703148,1,4,,,,45,42,M,10,20,R,42,
2021,161762271,146702923,1,4,,,,44,41,M,20,40,,41,
2021,161766173,146706302,1,4,,,,27,24,F,20,20,R,24,
2021,161762952,146703500,1,4,,,,57,54,F,20,20,N,54,
2021,161766166,146706296,1,4,,,,35,32,F,98,20,,32,
2021,161761873,146702572,1,4,,,,44,41,F,10,20,,41,
2021,161762103,146702775,1,4,,,,51,48,M,20,10,,48,
2021,161762743,146703326,1,4,,,,35,32,M,98,40,,32,
2021,161762655,146703245,1,4,,,,29,26,M,10,40,U,26,
2021,161762279,146702931,1,4,,,,38,35,M,98,50,,35,
2021,161762235,146702890,1,4,,,,32,29,F,20,20,R,29,
2021,161763788,146704208,1,4,,,,48,45,M,20,20,,45,
2021,161761949,146702640,1,4,,,,39,36,M,98,20,,36,
2021,161762051,146702729,1,4,,,,42,39,M,20,20,N,39,
2021,161766367,146706461,1,4,,,,42,39,F,20,20,R,39,
2021,161766400,146706491,1,4,,,,34,31,F,20,40,,31,
2021,161762366,146703008,1,4,,,,35,32,M,10,20,,32,
2021,161766474,146706555,1,4,,,,63,60,F,10,20,R,60,
2021,161762045,146702724,1,4,,,,40,37,M,98,50,,37,
2021,161762571,146703171,1,4,,,,58,55,F,10,20,R,55,
2021,161763078,146703596,1,4,,,,74,71,M,10,40,R,71,
2021,161763884,146704296,1,4,,,,29,26,F,20,40,R,26,
2021,161763885,146704296,2,4,,,,27,24,F,20,20,,24,
2021,161762341,146702987,1,4,,,,31,28,F,20,20,R,28,
2021,161762085,146702757,1,4,,,,32,29,F,10,20,N,29,
2021,161766338,146706434,1,4,,,,50,47,M,20,20,R,47,
2021,161762545,146703149,1,4,,,,61,58,F,20,40,R,58,
2021,161763200,146703697,1,4,,,,30,27,F,20,40,R,27,
2021,161762275,146702927,1,4,,,,27,24,M,40,20,,24,
2021,161763613,146704056,1,4,,,,46,43,F,20,50,,43,
2021,161764025,146704415,1,4,,,,44,41,M,10,20,U,41,
2021,161762658,146703249,1,4,,,,12,09,M,20,20,,09,
2021,161762380,146703016,1,4,,,,26,23,F,20,20,R,23,
2021,161765656,146705852,1,4,,,,24,21,F,98,50,,21,
2021,161762241,146702895,1,8,,,,104,NS,X,99,50,,,
2021,160307454,145432446,1,4,,,,49,46,F,10,40,,46,
2021,159223256,144485146,1,4,,,,57,54,F,20,50,,54,
2021,161763856,146704271,1,4,,,,38,35,F,98,50,,35,
2021,161762651,146703241,2,4,,,,48,45,F,20,20,R,45,
2021,161762100,146702772,1,4,,,,39,36,F,20,20,R,36,
2021,161762162,146702827,1,4,,,,29,26,M,10,20,,26,
2021,161764938,146705222,1,4,,,,59,56,M,20,40,N,56,
2021,161762010,146702693,1,4,,,,60,57,M,98,50,R,57,
2021,161762061,146702737,1,4,,,,60,57,M,20,20,R,57,
2021,161762140,146702809,1,4,,,,38,35,M,20,20,N,35,
2021,161766296,146706396,1,4,,,,39,36,F,20,20,,36,
2021,161762288,146702940,1,4,,,,51,48,F,10,20,N,48,
2021,161762196,146702855,1,4,,,,45,42,M,20,20,R,42,
2021,161762342,146702988,1,4,,,,27,24,F,10,50,,24,
2021,161763380,146703850,1,4,,,,29,26,F,20,20,R,26,
2021,161763030,146703555,1,4,,,,26,23,M,20,20,R,23,
2021,161766254,146706363,1,4,,,,35,32,F,20,50,,32,
2021,161761973,146702658,1,4,,,,45,42,M,20,20,R,42,
2021,161763408,146703873,1,4,,,,34,31,M,20,40,N,31,
2021,161762075,146702747,1,4,,,,31,28,M,98,10,R,28,
2021,161761944,146702634,1,4,,,,31,28,F,98,10,R,28,
2021,161762450,146703075,1,4,,,,56,53,F,20,50,,53,
2021,161763869,146704282,1,4,,,,30,27,F,20,20,R,27,
2021,161762567,146703168,1,4,,,,27,24,F,20,50,,24,
2021,161762071,146702743,1,4,,,,26,23,M,98,20,R,23,
2021,161765671,146705865,1,4,,,,22,19,M,20,20,N,19,
2021,161765672,146705865,2,1,,,,104,NS,X,99,50,,,
2021,161761967,146702653,1,4,,,,34,31,M,98,50,,24,39
2021,161762634,146703224,1,4,,,,68,65,F,98,50,,65,
2021,161766537,146706607,2,8,,,,104,NS,X,99,50,,,
2021,161763022,146703548,1,4,,,,61,58,M,20,20,N,58,
2021,161762204,146702863,1,4,,,,21,18,F,20,20,,18,
2021,161762031,146702712,1,4,,,,40,37,M,20,20,R,37,
2021,161762357,146703003,1,8,,,,104,NS,X,99,50,,,
2021,161762358,146703003,2,4,,,,53,50,M,20,20,R,50,
2021,161762346,146702992,1,4,,,,55,52,F,98,40,R,52,
2021,161762084,146702756,1,4,,,,32,29,M,10,10,,29,
2021,159222954,144484883,1,4,,,,34,31,F,20,20,,31,
2021,161762303,146702954,1,4,,,,70,67,F,98,50,,67,
2021,161762305,146702954,2,3,,,,104,NS,X,99,50,,,
2021,161766369,146706463,1,4,,,,28,25,M,98,10,,25,
2021,161766370,146706463,2,4,,,,50,47,F,20,20,N,47,
2021,161766612,146706674,1,4,,,,34,31,M,10,20,R,31,
2021,166566393,150921166,1,4,,,,71,68,M,98,40,,68,
2021,161762109,146702781,1,4,,,,45,42,F,20,20,R,42,
2021,159222928,144484860,1,1,,,,104,NS,X,99,50,,,
2021,160307378,145432379,1,4,,,,37,34,F,20,20,,34,
2021,161762172,146702836,1,4,,,,23,20,F,98,50,,20,
2021,161762322,146702969,1,4,,,,75,72,M,10,20,,72,
2021,161761970,146702656,1,4,,,,32,29,F,98,40,R,29,
2021,160307911,145432842,1,4,,,,33,30,F,20,40,N,30,
2021,160307912,145432842,2,3,,,,104,NS,X,99,50,,,
2021,161762080,146702752,1,1,,,,104,NS,X,99,50,,,
2021,161762059,146702736,1,4,,,,32,29,M,10,10,N,29,
2021,161762060,146702736,2,1,,,,104,NS,X,99,50,,,
2021,161763845,146704262,1,4,,,,28,25,F,20,50,,25,
2021,161766562,146706631,1,1,,,,104,NS,X,99,50,,,
2021,161766563,146706631,2,4,,,,57,54,M,20,40,R,54,
2021,161763242,146703733,1,4,,,,40,37,F,20,20,R,37,
2021,161766523,146706596,1,4,,,,35,32,M,98,50,,32,
2021,161761964,146702651,1,4,,,,32,29,M,98,40,N,29,
2021,161761917,146702610,1,4,,,,34,31,M,10,40,N,31,
2021,161766377,146706470,1,4,,,,26,23,F,20,20,,23,
2021,161762814,146703389,1,4,,,,30,27,F,10,10,,27,
2021,161762815,146703389,2,4,,,,103,00,M,98,50,,,
2021,161762030,146702711,1,4,,,,28,25,F,20,50,,25,
2021,161762232,146702887,1,4,,,,28,25,M,98,40,R,25,
2021,161762591,146703188,1,1,,,,104,NS,X,99,50,,,
2021,161762334,146702980,1,4,,,,68,65,M,98,40,U,65,
2021,161763638,146704077,1,4,,,,22,19,F,20,20,R,19,
2021,161762014,146702697,1,4,,,,48,45,F,98,50,,45,
2021,161765638,146705841,1,4,,,,49,46,M,20,20,U,46,
2021,161765639,146705841,2,4,,,,48,45,M,20,20,U,45,
2021,161765640,146705841,3,8,,,,104,NS,X,99,50,,,
2021,161762108,146702780,1,4,,,,32,29,M,98,50,,29,
2021,161762434,146703061,1,4,,,,54,51,M,20,20,,51,
2021,161762175,146702838,1,1,,,,104,NS,X,99,50,,,
2021,161762217,146702873,1,4,,,,35,32,F,20,20,R,32,
2021,161762238,146702893,1,4,,,,37,34,M,20,50,,34,
2021,161763220,146703716,1,4,,,,32,29,M,98,50,,29,
2021,161762273,146702925,1,1,,,,104,NS,X,99,50,,,
2021,161763282,146703771,1,4,,,,29,26,F,20,40,R,26,
2021,161762022,146702705,1,4,,,,71,68,M,20,40,R,68,
2021,161762183,146702845,1,4,,,,33,30,F,10,20,R,30,
2021,161762158,146702823,1,1,,,,104,NS,X,99,50,,,
2021,161762266,146702918,1,4,,,,51,48,M,40,20,,48,
2021,161765650,146705848,1,4,,,,61,58,F,20,20,R,58,
2021,161766548,146706617,1,4,,,,36,33,F,20,20,R,33,
2021,161762408,146703039,1,4,,,,69,66,M,20,20,R,66,
2021,161762409,146703039,2,8,,,,104,NS,X,99,50,,,
2021,161762345,146702991,1,1,,,,104,NS,X,99,50,,,
2021,161762748,146703332,1,4,,,,62,59,M,20,20,,59,
2021,159223322,144485206,1,4,,,,54,51,F,98,50,,51,
2021,166566526,150921275,1,1,,,,104,NS,X,99,50,,,
2021,166566662,150921392,1,1,,,,104,NS,X,99,50,,,
2021,161763254,146703744,1,4,,,,48,45,M,10,10,,45,
2021,161762318,146702965,1,4,,,,76,73,F,20,50,,73,
2021,161762261,146702913,1,4,,,,62,59,M,10,20,,59,
2021,161766524,146706597,1,4,,,,35,32,F,20,20,R,32,
2021,161763830,146704247,1,4,,,,28,25,F,20,20,N,25,
2021,161762867,146703428,1,4,,,,27,24,F,20,20,N,24,
2021,161762331,146702977,2,1,,,,104,NS,X,99,50,,,
2021,161762521,146703125,1,9,,,,104,NS,X,99,50,,,
2021,161766286,146706392,1,8,,,,104,NS,X,99,50,,,
2021,161766287,146706392,2,4,,,,39,36,M,20,20,,36,
2021,161763219,146703715,1,4,,,,30,27,F,20,40,,27,
2021,161763034,146703559,1,1,,,,104,NS,X,99,50,,,
2021,161762762,146703346,1,4,,,,39,36,U,20,20,N,36,
2021,161766037,146706180,1,4,,,,103,00,F,20,50,R,,
2021,161762742,146703327,1,4,,,,57,54,M,20,20,R,54,
2021,161763329,146703808,1,1,,,,104,NS,X,99,50,,,
2021,161762668,146703258,1,4,,,,58,55,F,10,50,,55,
2021,161763437,146703902,1,4,,,,32,29,M,20,40,N,29,
2021,161766408,146706499,1,4,,,,49,46,F,20,50,R,46,
2021,157496709,142965546,1,4,,,,24,21,M,20,20,R,21,
2021,161763168,146703667,1,4,,,,30,27,M,20,50,R,27,
2021,161763562,146704010,1,4,,,,23,20,F,20,20,,20,
