data_year,offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,age_range_low_num,age_range_high_num
2022,172126616,151569497,0,104,NS,X,99,50,,
2022,173468183,152750784,1,20,17,M,20,20,17,
2022,176388918,155326464,0,104,NS,X,99,50,,
2022,178117933,156857304,1,32,29,M,20,20,29,
2022,186375161,164157796,0,104,NS,X,99,50,,
2022,176387062,155324870,1,55,52,M,20,40,46,58
2022,175307906,154371166,0,104,NS,X,99,50,,
2022,169849978,149542977,1,40,37,F,20,40,37,
2022,183102578,161264128,1,68,65,M,20,20,65,
2022,174828913,153948830,1,49,46,M,20,20,46,
2022,173462983,152746335,2,31,28,M,20,20,28,
2022,171400861,150921281,2,47,44,M,20,40,44,
2022,169851199,149543978,1,55,52,M,20,20,52,
2022,169851527,149544227,1,103,00,M,20,20,,
2022,169851528,149544227,2,22,19,M,20,20,19,
2022,171401685,150921998,1,103,00,M,10,20,,
2022,171401687,150921998,2,103,00,M,10,20,,
2022,169855106,149547197,1,35,32,M,20,20,32,
2022,172120893,151564605,1,41,38,M,20,40,38,
2022,172121061,151564741,1,36,33,M,20,20,33,
2022,169855048,149547149,1,42,39,M,20,40,39,
2022,169854922,149547043,1,24,21,M,20,40,18,25
2022,169855192,149547271,1,33,30,M,20,20,30,
2022,169854834,149546968,1,31,28,U,20,40,28,
2022,169855364,149547419,0,104,NS,X,99,50,,
2022,169854957,149547071,0,104,NS,X,99,50,,
2022,169855396,149547448,1,31,28,M,20,40,28,
2022,169855316,149547381,1,35,32,M,20,20,32,
2022,169855092,149547185,1,27,24,F,20,20,24,
2022,169855201,149547278,0,104,NS,X,99,50,,
2022,169855226,149547302,0,104,NS,X,99,50,,
2022,169854854,149546987,0,104,NS,X,99,50,,
2022,169855426,149547473,1,20,17,M,20,20,17,
2022,169855248,149547321,1,33,30,M,20,20,30,
2022,172120753,151564489,1,27,24,M,10,40,24,
2022,169855340,149547400,1,32,29,F,20,20,29,
2022,176387053,155324861,0,104,NS,X,99,50,,
2022,169855275,149547347,0,104,NS,X,99,50,,
2022,169854918,149547039,0,104,NS,X,99,50,,
2022,171401464,150921810,1,103,00,U,98,40,,
2022,171401465,150921810,2,103,00,U,98,40,,
2022,169855129,149547217,1,33,30,M,20,20,30,
2022,169855098,149547191,1,33,30,M,98,40,20,40
2022,169855099,149547191,2,32,29,U,98,40,19,39
2022,169855236,149547308,1,34,31,M,10,10,31,
2022,169855150,149547235,1,34,31,F,98,10,31,
2022,169855058,149547159,1,103,00,M,20,40,,
2022,169855059,149547159,2,103,00,M,20,40,,
2022,169855060,149547159,3,103,00,M,20,40,,
2022,169855061,149547159,4,103,00,F,20,40,,
2022,169855518,149547548,1,37,34,F,20,20,34,
2022,169855598,149547621,0,104,NS,X,99,50,,
2022,171401623,150921943,0,104,NS,X,99,50,,
2022,169855208,149547284,0,104,NS,X,99,50,,
2022,169855112,149547203,1,30,27,M,20,20,27,
2022,183102513,161264073,1,38,35,M,98,20,35,
2022,174823076,153943840,1,27,24,M,20,20,24,
2022,171401484,150921828,0,104,NS,X,99,50,,
2022,169855297,149547366,1,29,26,M,20,20,26,
2022,174822798,153943612,0,104,NS,X,99,50,,
2022,169855174,149547254,0,104,NS,X,99,50,,
2022,169855138,149547226,0,104,NS,X,99,50,,
2022,169855282,149547354,0,104,NS,X,99,50,,
2022,171401236,150921614,0,104,NS,X,99,50,,
2022,169855285,149547356,2,40,37,F,20,40,37,
2022,169855218,149547293,1,38,35,M,20,40,35,
2022,172121049,151564730,1,28,25,M,10,10,25,
2022,169855629,149547650,0,104,NS,X,99,50,,
2022,169855262,149547335,1,33,30,M,20,40,25,35
2022,169855263,149547335,2,33,30,F,20,40,25,35
2022,169855264,149547335,3,33,30,M,20,40,25,35
2022,169854909,149547031,0,104,NS,X,99,50,,
2022,169854934,149547052,1,28,25,M,20,20,25,
2022,174823055,153943822,0,104,NS,X,99,50,,
2022,169855709,149547717,1,32,29,M,20,20,29,
2022,186373708,164156592,0,104,NS,X,99,50,,
2022,171401392,150921747,1,37,34,F,20,20,34,
2022,169854936,149547054,1,47,44,M,20,20,44,
2022,179528506,158095467,0,104,NS,X,99,50,,
2022,169855045,149547146,0,104,NS,X,99,50,,
2022,173463149,152746472,0,104,NS,X,99,50,,
2022,169855323,149547389,1,33,30,M,20,20,30,
2022,169854811,149546948,0,104,NS,X,99,50,,
2022,172120664,151564425,0,104,NS,X,99,50,,
2022,169855207,149547283,1,56,53,M,20,40,53,
2022,169855296,149547365,0,104,NS,X,99,50,,
2022,169855261,149547334,1,31,28,M,20,20,28,
2022,174823413,153944106,1,27,24,F,20,20,24,
2022,169855255,149547328,1,35,32,M,20,20,32,
2022,169854962,149547076,1,35,32,M,20,20,32,
2022,169855357,149547415,0,104,NS,X,99,50,,
2022,169855353,149547412,1,30,27,M,20,40,26,29
2022,169854968,149547081,1,53,50,M,20,40,50,
2022,169854908,149547030,0,104,NS,X,99,50,,
2022,172120905,151564614,1,33,30,M,10,40,30,
2022,186373706,164156590,1,36,33,M,20,20,33,
2022,169855273,149547344,0,104,NS,X,99,50,,
2022,174822796,153943610,1,40,37,M,20,40,30,45
2022,187823256,165442465,0,104,NS,X,99,50,,
2022,171401959,150922217,0,104,NS,X,99,50,,
2022,171401096,150921497,0,104,NS,X,99,50,,
2022,169855547,149547574,1,36,33,M,20,20,33,
2022,169855478,149547516,1,18,15,M,20,20,15,
2022,171401625,150921945,0,104,NS,X,99,50,,
2022,169857987,149549688,0,104,NS,X,99,50,,
2022,169855244,149547317,0,104,NS,X,99,50,,
2022,169855580,149547606,0,104,NS,X,99,50,,
2022,174822927,153943714,1,33,30,F,40,20,30,
2022,172120881,151564593,0,104,NS,X,99,50,,
2022,173463130,152746458,0,104,NS,X,99,50,,
2022,169855031,149547132,0,104,NS,X,99,50,,
2022,171401344,150921705,0,104,NS,X,99,50,,
2022,173463074,152746414,3,34,31,M,20,40,31,
2022,173463075,152746414,4,31,28,F,10,20,28,
2022,169855093,149547186,0,104,NS,X,99,50,,
2022,169855110,149547201,1,28,25,F,20,20,25,
2022,169855222,149547297,0,104,NS,X,99,50,,
2022,169855040,149547142,2,103,00,U,98,40,,
2022,169855041,149547142,3,103,00,U,98,40,,
2022,169855381,149547436,0,104,NS,X,99,50,,
2022,169855383,149547437,1,23,20,M,20,40,16,25
2022,169855384,149547437,2,23,20,M,20,20,16,25
2022,169855249,149547322,0,104,NS,X,99,50,,
2022,171401393,150921748,0,104,NS,X,99,50,,
2022,169855252,149547325,1,44,41,F,20,20,41,
2022,171401521,150921860,0,104,NS,X,99,50,,
2022,169854871,149547000,0,104,NS,X,99,50,,
2022,169854976,149547088,1,52,49,F,20,40,49,
2022,173463043,152746389,1,43,40,M,20,20,40,
2022,169855484,149547521,0,104,NS,X,99,50,,
2022,169855434,149547481,0,104,NS,X,99,50,,
2022,174823134,153943885,1,103,00,U,98,40,,
2022,174823135,153943885,2,32,29,M,20,20,29,
2022,169855124,149547213,1,103,00,M,20,40,,
2022,169855125,149547213,2,103,00,U,98,40,,
2022,169854890,149547015,0,104,NS,X,99,50,,
2022,169855224,149547299,1,33,30,F,20,20,30,
2022,169854986,149547098,0,104,NS,X,99,50,,
2022,169855431,149547478,1,44,41,M,10,10,41,
2022,171401180,150921566,1,44,41,F,20,40,41,
2022,169855301,149547370,1,38,35,M,20,20,35,
2022,183102330,161263920,1,31,28,M,98,40,28,
2022,169855586,149547610,0,104,NS,X,99,50,,
2022,169855171,149547249,1,25,22,M,20,20,22,
2022,169855499,149547532,1,50,47,M,20,40,47,
2022,169855500,149547532,2,59,56,M,20,10,56,
2022,169855501,149547532,3,32,29,F,20,20,29,
2022,169855128,149547216,0,104,NS,X,99,50,,
2022,169855413,149547460,0,104,NS,X,99,50,,
